Name,Phone Number,Province,Sport,Game Attendance,Age,Called,Call Center,Call Outcome,Applied,Decision
Evelyn Waters,550575726076,Manitoba,baseball,0.58,64,False,South,,,
Declan Luna,935156280051,Alberta,cricket,0.27,18,False,West,,,
Aisha Payne,787689773917,Manitoba,rugby,0.8,41,False,South,,,
Kiera Robinson,474751019984,New Brunswick,tennis,0.52,49,False,East,,,
Lexi Zamora,834399569893,British Columbia,baseball,0.86,27,False,West,,,
Cyrus Castro,223548743210,British Columbia,soccer,0.29,31,True,West,interested,True,rejected
Tess Curry,417932167156,Manitoba,ice hockey,0.7,25,True,South,not interested,False,
Savanna Wyatt,863296590044,Ontario,baseball,0.59,27,False,South,,,
Carson Myers,411588896238,Newfoundland and Labrador,tennis,0.24,24,False,East,,,
Miguel Zhang,804506273672,Ontario,cricket,0.2,34,False,South,,,
Elianna Nixon,988220231775,Quebec,ice hockey,0.51,32,False,East,,,
Yusuf Roberts,744431780939,British Columbia,baseball,0.88,23,False,West,,,
Koen Hunt,263482331966,Newfoundland and Labrador,soccer,0.62,43,True,East,interested,False,
Avery Atkinson,621836090848,Saskatchewan,ice hockey,0.58,31,False,West,,,
Kristin Wong,615243178176,Nova Scotia,tennis,0.15,53,False,East,,,
Selina Hooper,995984791599,Ontario,baseball,0.25,33,False,South,,,
Jamya Kemp,381719673533,Ontario,cricket,0.44,67,False,South,,,
Andreas Chan,493151288695,Prince Edward Island,cricket,0.39,57,True,East,interested,False,
Evelin Robinson,557116812495,Manitoba,cricket,0.48,25,False,South,,,
Justin Cherry,618191806319,Manitoba,soccer,0.47,18,False,South,,,
Devin Goodwin,180637855,Alberta,baseball,0.16,35,False,West,,,
Chasity Cortez,149758368139,Newfoundland and Labrador,ice hockey,0.82,32,False,East,,,
Yael Roman,216545615191,British Columbia,baseball,0.58,32,False,West,,,
Alejandra Zhang,636980113400,British Columbia,cricket,0.27,33,False,West,,,
Miley Gray,4358807567,British Columbia,baseball,0.47,21,False,West,,,
Brock Grimes,288887265244,Nova Scotia,ice hockey,0.64,23,True,East,interested,True,approved
Rocco Ware,284402540515,Alberta,ice hockey,0.09,62,False,West,,,
Aryana Kim,259206817097,Nova Scotia,ice hockey,0.59,36,False,East,,,
Ibrahim Bush,95879184096,British Columbia,soccer,0.53,72,False,West,,,
Davion Downs,804776352386,Manitoba,soccer,0.23,39,False,South,,,
Bailey Griffin,95445734522,Ontario,baseball,0.55,23,True,South,not interested,False,
Wesley Boyle,576654592852,New Brunswick,ice hockey,0.56,25,False,East,,,
Gerardo Maddox,127886513787,Manitoba,tennis,0.53,39,True,South,interested,True,approved
Marissa Patton,58468706599,British Columbia,ice hockey,0.6,75,True,West,not interested,False,
Peyton Spears,724700880040,Alberta,soccer,0.45,38,False,West,,,
Madilyn Mathis,609437674751,New Brunswick,soccer,0.14,45,True,East,not interested,False,
Braelyn Meadows,966184399637,Ontario,soccer,0.67,29,False,South,,,
Caitlin Merritt,71894174960,British Columbia,soccer,0.62,32,False,West,,,
Kamren Guerrero,746984320944,Alberta,soccer,0.45,26,False,West,,,
Lola Wells,969192289527,Ontario,ice hockey,0.65,29,False,South,,,
Felicity Burton,380659514422,New Brunswick,ice hockey,0.22,26,True,East,not interested,False,
Andy Wilkins,738909256049,Ontario,ice hockey,0.63,33,True,South,not interested,False,
Jazlyn Gibson,899892576911,Saskatchewan,soccer,0.52,26,False,West,,,
Landon Holder,183518604046,British Columbia,rugby,0.66,37,False,West,,,
Todd Kaiser,817692203037,Quebec,rugby,0.61,40,False,East,,,
Kyson Barnes,360867972839,Manitoba,tennis,0.34,33,False,South,,,
Case Eaton,86295989826,Saskatchewan,baseball,0.24,44,False,West,,,
Cassandra Kane,958361823576,Quebec,soccer,0.7,26,False,East,,,
Rhett Elliott,261475975970,British Columbia,rugby,0.11,24,True,West,dead line,False,
Danica Mccann,840118172059,British Columbia,ice hockey,0.2,33,False,West,,,
Sloane Hines,784712440543,Manitoba,soccer,0.18,30,False,South,,,
Saige Berger,429540461953,Saskatchewan,soccer,0.29,35,False,West,,,
Hailey Riddle,237987556986,British Columbia,soccer,0.08,21,False,West,,,
Leia Carey,417096751420,Alberta,soccer,0.35,38,False,West,,,
Amber Silva,192656263757,Ontario,baseball,0.58,56,False,South,,,
Campbell Phillips,922222980071,Nova Scotia,cricket,0.57,20,False,East,,,
Shawn Cook,241537244441,Saskatchewan,ice hockey,0.78,18,True,West,interested,True,approved
Kingston Wilkerson,813788198799,Nova Scotia,ice hockey,0.41,50,False,East,,,
Reese Hawkins,150247325171,British Columbia,cricket,0.34,41,True,West,interested,False,
Dashawn Serrano,917672211228,Quebec,soccer,0.7,29,False,East,,,
Sariah Pollard,454790286793,Quebec,soccer,0.78,18,False,East,,,
Craig Cuevas,592868054064,Ontario,ice hockey,0.56,32,False,South,,,
Mohamed Nolan,838178375558,Alberta,baseball,0.52,28,False,West,,,
Kendal Barr,415557896254,Nova Scotia,rugby,0.61,95,False,East,,,
Sariah Horne,503701723766,Manitoba,ice hockey,0.51,19,False,South,,,
Ella Haynes,421007683492,Nova Scotia,soccer,0.52,38,False,East,,,
Peter Sweeney,571301413798,Ontario,cricket,0.42,26,False,South,,,
Kyleigh Mendoza,583805117145,Ontario,baseball,0.36,65,False,South,,,
Jason Kim,854865799751,Ontario,cricket,0.45,35,False,South,,,
Dalia Knox,698523113169,Quebec,ice hockey,0.53,61,False,East,,,
Evelin Patrick,494971339403,Quebec,cricket,0.36,22,False,East,,,
Grant Montgomery,926766203097,British Columbia,soccer,0.6,27,True,West,not interested,False,
Jovany Rowland,503448188525,Quebec,baseball,0.26,53,False,East,,,
Monique Ochoa,801119327727,British Columbia,cricket,0.59,25,False,West,,,
Tamia Bryant,213350045911,Manitoba,soccer,0.22,46,False,South,,,
Francisco Brady,962876246514,Alberta,basketball,0.28,46,False,West,,,
Brenna Phillips,886256746960,British Columbia,tennis,0.14,72,False,West,,,
Kaylyn Carr,640672752546,Newfoundland and Labrador,tennis,0.23,18,False,East,,,
Ali Hurst,312620858605,Nova Scotia,baseball,0.72,107,False,East,,,
Damari Knapp,499205142519,Alberta,ice hockey,0.57,55,True,West,not interested,False,
Christine Beasley,701443831616,Nova Scotia,baseball,0.52,24,True,East,not interested,False,
Adonis Leon,174159545604,British Columbia,ice hockey,0.58,22,False,West,,,
Michaela Grimes,218863701930,Ontario,cricket,0.17,29,False,South,,,
Diamond Parrish,958750417872,Alberta,tennis,0.36,34,True,West,interested,False,
Scott Mccormick,974752949079,Ontario,cricket,0.47,21,True,South,interested,True,rejected
August Lara,766207528973,Manitoba,ice hockey,0.19,35,False,South,,,
Cierra Townsend,893532409796,British Columbia,ice hockey,0.51,18,True,West,not interested,False,
Alden Davies,280800076701,British Columbia,ice hockey,0.78,20,True,West,interested,False,
Aryana Durham,537509886952,Quebec,soccer,0.71,24,False,East,,,
Maximo Roach,22313321915,Nova Scotia,ice hockey,0.3,49,True,East,not interested,False,
Abdiel Horn,247825409541,Alberta,ice hockey,0.27,44,True,West,not interested,False,
Julianna Horne,35390599289,Alberta,soccer,0.34,37,True,West,not interested,False,
Giana Montes,422123502821,Yukon,cricket,0.37,20,True,North,not interested,False,
Tripp Brown,125219436133,Manitoba,baseball,0.24,62,True,South,interested,False,
Kaylin Singleton,248376609694,British Columbia,cricket,0.19,24,False,West,,,
Kenya May,7776704660,Alberta,soccer,0.68,21,False,West,,,
Tessa Aguirre,424987646095,Alberta,soccer,0.16,23,False,West,,,
Lee Olson,569360058884,Manitoba,cricket,0.57,26,False,South,,,
Colin Levy,525524870863,Newfoundland and Labrador,ice hockey,0.41,18,False,East,,,
Zayne Adkins,748744645453,Quebec,ice hockey,0.52,26,False,East,,,
Celia Hayden,386042832129,Saskatchewan,soccer,0.53,38,False,West,,,
Lana Hebert,80967873224,Quebec,soccer,0.5,61,False,East,,,
Shania Perry,563975894973,Ontario,soccer,0.64,30,False,South,,,
Dillan Hickman,909461576722,Newfoundland and Labrador,cricket,0.71,45,True,East,not interested,False,
Amira Shaw,302737273894,Newfoundland and Labrador,ice hockey,0.17,20,False,East,,,
Angeline Little,826009432303,Manitoba,ice hockey,0.52,78,False,South,,,
Ariana Parrish,23360925773,Manitoba,baseball,0.78,55,False,South,,,
Everett Cisneros,17764228618,Saskatchewan,cricket,0.16,20,False,West,,,
Caitlin Stewart,295705464685,British Columbia,ice hockey,0.82,28,True,West,interested,True,rejected
Yandel Ruiz,374373575745,New Brunswick,ice hockey,0.21,33,False,East,,,
Nyasia Kennedy,418315707889,British Columbia,ice hockey,0.08,19,False,West,,,
Emilio Payne,186732811116,Ontario,cricket,0.73,52,False,South,,,
Scarlett Mccarty,955739911295,Quebec,ice hockey,0.44,35,True,East,not interested,False,
Amani Montgomery,988879395109,Quebec,cricket,0.49,80,False,East,,,
Miriam Riddle,13242806826,British Columbia,soccer,0.36,88,False,West,,,
Areli Barry,220333245331,Ontario,cricket,0.37,23,False,South,,,
Alison Lutz,344604273174,Saskatchewan,baseball,0.26,23,False,West,,,
Isis Ford,707767449664,New Brunswick,ice hockey,0.22,26,False,East,,,
Noel Gallagher,578786327495,Saskatchewan,rugby,0.59,22,False,West,,,
Claudia Frye,191991762513,Alberta,ice hockey,0.24,25,True,West,interested,True,rejected
Ronan Delgado,667042353845,Ontario,ice hockey,0.53,21,True,South,not interested,False,
Amiah Bowers,161760310797,Alberta,basketball,0.66,114,False,West,,,
Killian Mcgee,59503581806,British Columbia,soccer,0.84,31,False,West,,,
Arnav Schroeder,878457992507,Quebec,baseball,0.69,31,False,East,,,
Zander Hurst,3391107775,Manitoba,soccer,0.37,21,False,South,,,
Eliezer Levy,188738490352,Prince Edward Island,soccer,0.54,34,False,East,,,
Tess Pearson,671993751112,New Brunswick,baseball,0.26,34,True,East,interested,False,
Randy Peck,151542272302,Quebec,cricket,0.48,25,True,East,interested,True,rejected
Luciano Swanson,321337055572,Nova Scotia,ice hockey,0.31,23,False,East,,,
Emmett Carroll,577329927982,Prince Edward Island,baseball,0.69,39,False,East,,,
Marc Guerrero,300951542148,Ontario,tennis,0.26,34,True,South,not interested,False,
Avery Duffy,634773108144,Alberta,tennis,0.41,27,False,West,,,
Leila Jefferson,245199540028,Ontario,rugby,0.63,20,False,South,,,
Nicole Rivera,150246816516,British Columbia,rugby,0.16,50,False,West,,,
Arabella Howell,515023592813,Ontario,basketball,0.56,53,True,South,not interested,False,
Immanuel Stark,589614434010,Alberta,ice hockey,0.67,27,True,West,not interested,False,
Carson Ibarra,603639671842,Manitoba,soccer,0.25,23,False,South,,,
Rafael Woods,835722427038,Manitoba,soccer,0.39,20,False,South,,,
Dawson Green,831731462239,Alberta,cricket,0.63,21,True,West,not interested,False,
Jordyn Ray,872953489423,Manitoba,soccer,0.37,78,True,South,interested,False,
Finnegan Waller,921216504307,Alberta,ice hockey,0.14,28,False,West,,,
Cory Matthews,640612314045,Ontario,ice hockey,0.36,20,False,South,,,
Andreas Shah,203862179756,Ontario,soccer,0.72,46,False,South,,,
Jermaine Kline,386727823243,Manitoba,ice hockey,0.07,26,False,South,,,
Aaliyah Shea,960422788463,Quebec,baseball,0.34,26,False,East,,,
Ronan Reese,603364726053,Prince Edward Island,ice hockey,0.61,36,False,East,,,
Veronica Duncan,487071666721,Ontario,soccer,0.22,74,False,South,,,
Kendra Moses,950937201969,British Columbia,soccer,0.81,29,True,West,interested,False,
Elyse Watts,358255670411,Saskatchewan,ice hockey,0.44,24,False,West,,,
Will Guzman,590298056256,Manitoba,cricket,0.41,32,False,South,,,
Kade Wade,288131466787,Ontario,rugby,0.44,33,True,South,interested,True,approved
Addyson Atkins,779942784327,Ontario,ice hockey,0.53,36,False,South,,,
Haley Bowen,394044083417,Quebec,rugby,0.62,29,True,East,not interested,False,
Conrad Mills,432844327083,Ontario,basketball,0.72,42,False,South,,,
Lindsay Steele,294565701358,Alberta,basketball,0.43,55,True,West,interested,True,rejected
Conner Mccoy,735635257529,Ontario,ice hockey,0.54,39,False,South,,,
Marco Hardy,731581157448,British Columbia,cricket,0.96,25,False,West,,,
Ezra Love,258851446679,Alberta,ice hockey,0.62,25,False,West,,,
Talan Flowers,710425074028,Ontario,soccer,0.56,26,False,South,,,
Eileen Dean,919783042006,British Columbia,soccer,0.7,18,True,West,interested,True,approved
Myles Robertson,257294889610,Ontario,cricket,0.24,32,False,South,,,
Aarav Dominguez,167493874329,Ontario,cricket,0.18,44,False,South,,,
Camila James,507035789313,British Columbia,ice hockey,0.36,43,False,West,,,
Ahmed Wolfe,287171957449,Quebec,baseball,0.2,39,False,East,,,
Mylie Melton,854006509100,Quebec,tennis,0.59,22,False,East,,,
Halle Mann,56287125736,Ontario,ice hockey,0.16,26,True,South,not interested,False,
Noe Rocha,309628286689,Quebec,soccer,0.5,20,True,East,not interested,False,
Krish Rasmussen,430873727299,Manitoba,baseball,0.52,31,True,South,call back later,False,
Malik Acosta,609255810982,New Brunswick,soccer,0.52,39,False,East,,,
Sharon Mahoney,490770619980,Quebec,tennis,0.43,19,False,East,,,
Quinton Mata,268804799432,Quebec,rugby,0.34,29,False,East,,,
Kendrick Murillo,812897698661,Ontario,rugby,0.82,29,True,South,interested,True,approved
Jaylan Huang,388098317939,Manitoba,cricket,0.11,56,False,South,,,
Dayanara Whitehead,651232928435,Ontario,rugby,0.77,25,True,South,interested,True,approved
Kyle Howe,480221625463,British Columbia,basketball,0.67,22,False,West,,,
Valentino Mcmahon,720586974811,Quebec,baseball,0.37,70,True,East,not interested,False,
Alyvia Chang,369273508150,Saskatchewan,rugby,0.46,30,True,West,interested,False,
Shelby Boone,5174781884,Alberta,soccer,0.25,38,False,West,,,
Jeremiah Hayden,329402605251,Nova Scotia,baseball,0.14,32,False,East,,,
Rocco French,165793113224,British Columbia,ice hockey,0.4,35,False,West,,,
Urijah Marshall,816407365417,Alberta,ice hockey,0.76,51,False,West,,,
Emery Moran,156109199085,Alberta,soccer,0.29,46,True,West,not interested,False,
Lane Willis,530145511460,Saskatchewan,cricket,0.27,39,False,West,,,
Colton Shah,73948452777,New Brunswick,rugby,0.42,25,False,East,,,
Bryant Barrera,271655174974,Yukon,ice hockey,0.53,46,False,North,,,
Adalyn Hardin,750426631113,Alberta,soccer,0.14,49,False,West,,,
Bernard Mack,791694120733,Alberta,ice hockey,0.17,40,False,West,,,
Macie Oneal,108868283350,Saskatchewan,soccer,0.37,89,False,West,,,
Mauricio Walton,787438229443,Quebec,cricket,0.16,18,False,East,,,
Armani Edwards,322686026350,Saskatchewan,soccer,0.54,18,False,West,,,
Liana Christensen,31467726597,Quebec,soccer,0.6,20,False,East,,,
Trent Valdez,995472201436,New Brunswick,ice hockey,0.51,40,False,East,,,
Solomon Sutton,635383493933,Quebec,tennis,0.09,29,False,East,,,
Armando Rowe,402226605672,Manitoba,soccer,0.41,35,False,South,,,
Blaze Barton,261224653686,Quebec,baseball,0.47,98,False,East,,,
Muhammad Moran,818698723247,New Brunswick,cricket,0.64,62,False,East,,,
Adalynn Lozano,969507119972,Ontario,ice hockey,0.71,23,False,South,,,
Gerardo Carson,990805518733,Manitoba,ice hockey,0.89,31,False,South,,,
Rihanna Sloan,401715001834,Ontario,baseball,0.15,48,True,South,not interested,False,
Trystan Nash,2843371790,Saskatchewan,soccer,0.11,46,False,West,,,
Braeden Morrison,451465101316,Ontario,soccer,0.24,25,False,South,,,
Ishaan Joyce,857294444131,Manitoba,soccer,0.16,25,False,South,,,
Sariah Garrett,611820208140,Quebec,ice hockey,0.37,54,False,East,,,
Helena Grimes,771543565649,Saskatchewan,cricket,0.55,21,True,West,interested,True,approved
Rogelio Montoya,931835624932,Quebec,rugby,0.37,19,True,East,not interested,False,
Elliott Wang,538249843582,Manitoba,baseball,0.48,20,False,South,,,
Alexandra Sweeney,323601353319,Quebec,baseball,0.13,23,False,East,,,
Mohammed Collins,591644680711,Nova Scotia,cricket,0.44,31,False,East,,,
Mattie Wells,989857474473,Ontario,ice hockey,0.69,32,False,South,,,
Omari Atkinson,986573244812,Prince Edward Island,rugby,0.65,23,False,East,,,
Lina Cameron,726088789245,British Columbia,soccer,0.43,64,False,West,,,
Felix Marks,714791287673,Nova Scotia,soccer,0.7,36,False,East,,,
Cael Clayton,246791009688,Quebec,baseball,0.81,18,False,East,,,
Roberto Hatfield,215225077732,Nova Scotia,cricket,0.33,21,False,East,,,
Kaylin Reed,203073033803,Alberta,cricket,0.72,51,False,West,,,
Nathalia Cordova,910386759792,Ontario,soccer,0.47,39,True,South,dead line,False,
Amari Levine,94710331073,Manitoba,rugby,0.07,21,False,South,,,
Jaylyn Young,177355213681,Nova Scotia,ice hockey,0.36,66,True,East,not interested,False,
Lana Fritz,828318879861,Nova Scotia,ice hockey,0.62,21,False,East,,,
Jovani Byrd,209451743078,Saskatchewan,tennis,0.2,37,False,West,,,
Eve Key,850152763640,Quebec,rugby,0.75,61,True,East,not interested,False,
Myah Whitney,650915202829,Ontario,baseball,0.68,27,True,South,interested,False,
Sincere Reyes,625048451396,British Columbia,ice hockey,0.67,29,False,West,,,
Kaleb Dean,286449722613,Ontario,soccer,0.84,33,False,South,,,
Julio Trujillo,651667783217,New Brunswick,ice hockey,0.56,20,True,East,interested,False,
Marcel Yates,529339620865,Manitoba,cricket,0.3,42,False,South,,,
Kayden Mejia,770087307381,Manitoba,tennis,0.49,31,False,South,,,
Beatrice Nielsen,92980736961,Manitoba,baseball,0.58,24,False,South,,,
Erin Davis,255030499993,Ontario,cricket,0.57,35,False,South,,,
Amy Montes,337971473321,Ontario,baseball,0.12,34,False,South,,,
Emery Ray,278371399758,Prince Edward Island,soccer,0.54,20,True,East,dead line,False,
Yaritza Owens,38562589692,Ontario,baseball,0.06,23,False,South,,,
Giselle Pierce,880169010558,Quebec,cricket,0.36,26,False,East,,,
Nathen Preston,772676908157,Ontario,tennis,0.45,18,False,South,,,
Myles Rice,645538205161,Quebec,cricket,0.23,18,False,East,,,
Emmalee Barber,155331437900,Ontario,baseball,0.57,39,False,South,,,
Kierra Rivas,381915546210,Quebec,ice hockey,0.1,51,False,East,,,
Cael Barrett,806466482464,Ontario,ice hockey,0.52,30,False,South,,,
Adalyn Sullivan,464543508897,New Brunswick,baseball,0.68,42,True,East,interested,False,
Sloane Ford,12937221811,Manitoba,ice hockey,0.2,41,False,South,,,
Declan Wheeler,563282610925,New Brunswick,ice hockey,0.58,49,False,East,,,
Cortez Mcdonald,635621103350,Alberta,ice hockey,0.6,27,False,West,,,
Jaidyn Gould,395806484181,Ontario,ice hockey,0.72,63,False,South,,,
Kara Guerra,519473260941,New Brunswick,tennis,0.1,33,False,East,,,
Maleah Haas,797991579518,Ontario,ice hockey,0.88,25,False,South,,,
Livia Moon,568759066221,Alberta,cricket,0.44,21,False,West,,,
Jade Lee,728145352556,British Columbia,soccer,0.44,56,False,West,,,
Angel Harrington,677544167235,Newfoundland and Labrador,cricket,0.68,45,False,East,,,
Kobe Chen,571002221636,Ontario,soccer,0.46,68,False,South,,,
Ella King,521220820788,Nova Scotia,baseball,0.56,28,False,East,,,
Xander Villa,231510469059,Manitoba,cricket,0.95,60,True,South,not interested,False,
Abbey Alvarez,731475251762,Alberta,baseball,0.25,48,False,West,,,
Heaven Hall,128091544339,Alberta,ice hockey,0.77,24,True,West,not interested,False,
Yamilet Bishop,286493804119,British Columbia,ice hockey,0.08,24,False,West,,,
Abel Nicholson,735028937305,British Columbia,rugby,0.07,90,False,West,,,
Arielle Powell,210486515806,Ontario,cricket,0.56,38,True,South,interested,True,approved
Jaden Hill,266065586928,Saskatchewan,ice hockey,0.77,27,True,West,interested,True,rejected
Erin Glenn,847847263418,Ontario,soccer,0.43,19,False,South,,,
Gage Franco,266323546154,Quebec,soccer,0.23,50,False,East,,,
Angelica Weeks,772995240413,Ontario,ice hockey,0.81,18,False,South,,,
Kelly Stanley,747319006576,Manitoba,basketball,0.47,31,False,South,,,
Justine Avery,704356602766,New Brunswick,soccer,0.34,29,False,East,,,
Chelsea Mercado,840475335073,Prince Edward Island,baseball,0.28,56,False,East,,,
Valentin Wang,107877284880,Quebec,ice hockey,0.28,40,True,East,not interested,False,
Gilberto Dodson,718015411752,Saskatchewan,tennis,0.09,78,False,West,,,
Marin Morris,597778633480,New Brunswick,baseball,0.74,18,True,East,interested,False,
Dorian Tucker,118669195744,Manitoba,baseball,0.64,33,True,South,not interested,False,
Izayah Kaiser,455160184811,Ontario,cricket,0.12,42,False,South,,,
Karly Moses,310605013594,Quebec,ice hockey,0.28,19,True,East,not interested,False,
Paulina Reyes,624582238052,British Columbia,soccer,0.4,24,False,West,,,
Karlie Martinez,149484445604,Ontario,ice hockey,0.17,42,False,South,,,
Gage Diaz,294583527948,Quebec,baseball,0.61,38,False,East,,,
Thaddeus Guzman,711759841671,Nova Scotia,soccer,0.49,30,True,East,dead line,False,
Elyse Clayton,922894243498,Ontario,ice hockey,0.74,67,True,South,interested,True,approved
Janessa Briggs,699507839532,Alberta,ice hockey,0.29,62,False,West,,,
Bobby Swanson,442922695695,New Brunswick,cricket,0.33,18,False,East,,,
Kristen Waters,394661030675,Nova Scotia,baseball,0.16,30,False,East,,,
Rhett Craig,955518755909,Manitoba,baseball,0.47,56,False,South,,,
Vance Franco,305131918626,Manitoba,ice hockey,0.54,53,False,South,,,
Baylee Lowe,132103867398,Saskatchewan,tennis,0.65,26,False,West,,,
Jovan Carson,713720007675,Ontario,soccer,0.71,89,False,South,,,
Jazmyn Russo,539742907621,Newfoundland and Labrador,cricket,0.87,22,False,East,,,
Addisyn Ware,921201644836,Alberta,soccer,0.69,21,True,West,interested,True,rejected
Davion Shannon,533762750536,New Brunswick,soccer,0.46,66,True,East,not interested,False,
Karla Arias,100345076368,Quebec,baseball,0.13,34,False,East,,,
Taniya Rich,209887327071,Alberta,soccer,0.6,44,False,West,,,
Bridget Wyatt,414512862658,Manitoba,cricket,0.37,35,False,South,,,
Colt Dickerson,637254680069,Newfoundland and Labrador,basketball,0.24,39,False,East,,,
Ryan Nicholson,237070340665,Saskatchewan,ice hockey,0.39,34,False,West,,,
Rodrigo Meyers,88767103117,Manitoba,cricket,0.38,54,True,South,interested,True,rejected
Abbie Bolton,102141936931,Ontario,tennis,0.32,44,False,South,,,
Jocelynn Bullock,529190842993,Ontario,ice hockey,0.63,21,False,South,,,
Vanessa Elliott,764423518891,British Columbia,soccer,0.39,29,False,West,,,
Amelia Schmitt,812982193749,Ontario,tennis,0.31,41,False,South,,,
Jaron Woods,924678168472,New Brunswick,cricket,0.71,24,False,East,,,
Taylor Pittman,983936205591,Saskatchewan,baseball,0.79,35,False,West,,,
Keyla Whitehead,769983294493,Quebec,ice hockey,0.43,72,True,East,not interested,False,
Jair Malone,848207438312,Alberta,ice hockey,0.41,41,False,West,,,
Savanah Williams,975233831163,British Columbia,cricket,0.85,30,True,West,interested,True,rejected
Charlie Vasquez,905887531746,Manitoba,ice hockey,0.42,64,True,South,not interested,False,
Alani Day,230107306664,British Columbia,soccer,0.28,20,True,West,not interested,False,
Ayden Burns,257878656144,Ontario,soccer,0.6,90,False,South,,,
Jarrett Whitney,239243522377,Nova Scotia,rugby,0.78,32,False,East,,,
Jaxson Beltran,398987183461,Newfoundland and Labrador,soccer,0.45,42,True,East,not interested,False,
Addison Gross,358452782998,Ontario,cricket,0.28,34,False,South,,,
Destinee Oneal,56264875643,New Brunswick,cricket,0.34,71,False,East,,,
Jordin Walton,883207440460,Alberta,soccer,0.28,49,False,West,,,
Leonidas Powers,287105244345,Saskatchewan,rugby,0.4,35,True,West,not interested,False,
Esther Wilkerson,949629611719,Ontario,baseball,0.44,23,True,South,interested,False,
Kaitlynn Becker,408339647430,Quebec,tennis,0.3,71,False,East,,,
Bobby Henson,366907795475,Saskatchewan,baseball,0.42,35,False,West,,,
Ayana Alexander,518763671394,Ontario,ice hockey,0.63,63,False,South,,,
Abraham Rogers,317429933440,Manitoba,ice hockey,0.58,18,True,South,answer machine,False,
Sarah Lin,250485890004,British Columbia,ice hockey,0.11,76,True,West,not interested,False,
Adyson Reilly,938646348713,Ontario,tennis,0.08,39,False,South,,,
Joselyn Vazquez,876692006000,Alberta,ice hockey,0.78,21,True,West,not interested,False,
Gloria Parker,511947006372,Ontario,rugby,0.31,38,False,South,,,
Cristofer Faulkner,485516623646,Manitoba,ice hockey,0.13,70,False,South,,,
Vivian Sims,202650222942,Nova Scotia,baseball,0.23,18,True,East,interested,True,rejected
Jamari Cunningham,107919957641,Nova Scotia,ice hockey,0.44,20,False,East,,,
Dania Delgado,205766828933,Manitoba,soccer,0.16,22,False,South,,,
Mario Blankenship,976639594879,Manitoba,soccer,0.2,44,False,South,,,
Renee Douglas,256857559426,Quebec,baseball,0.57,34,True,East,not interested,False,
Franco Banks,872499926882,Ontario,soccer,0.89,30,True,South,interested,True,approved
Aimee Weber,106752680284,Manitoba,ice hockey,0.34,18,True,South,not interested,False,
Kaylee Sloan,145989769412,Ontario,cricket,0.42,23,False,South,,,
Armando Pratt,451907692352,British Columbia,ice hockey,0.15,20,False,West,,,
Everett Harmon,646935666267,Manitoba,basketball,0.32,46,True,South,interested,False,
Colt Norton,45390061876,Ontario,soccer,0.14,28,False,South,,,
Natalia Wright,459752065934,Newfoundland and Labrador,baseball,0.22,49,False,East,,,
Adalyn Lucero,482396044712,Ontario,baseball,0.64,43,False,South,,,
Dixie West,781593848215,Ontario,cricket,0.23,47,False,South,,,
Peter Espinoza,379232815868,Alberta,ice hockey,0.59,28,True,West,not interested,False,
Alfredo Schmidt,25273745599,Manitoba,cricket,0.94,45,False,South,,,
Delaney English,356847770392,Saskatchewan,soccer,0.58,34,False,West,,,
Alyssa Murphy,136585691414,Saskatchewan,soccer,0.47,32,False,West,,,
Sydnee Porter,94619671156,Alberta,ice hockey,0.91,76,False,West,,,
Dakota Rivera,751409473775,Ontario,baseball,0.84,22,True,South,interested,True,rejected
Amari Rasmussen,202241434565,Quebec,baseball,0.38,33,False,East,,,
Rigoberto Chapman,519714067014,New Brunswick,tennis,0.39,25,False,East,,,
Demarion Warren,265173477501,Ontario,baseball,0.26,36,True,South,not interested,False,
Marcus Blake,770644114459,Quebec,cricket,0.5,41,False,East,,,
Trenton Weaver,827478004408,British Columbia,soccer,0.54,20,False,West,,,
Grayson Mclean,30178061137,Nova Scotia,ice hockey,0.57,142,True,East,call back later,False,
Steve Lin,519821170205,Quebec,tennis,0.71,55,False,East,,,
Enrique Gillespie,274580976161,Ontario,tennis,0.19,48,False,South,,,
Laylah Tyler,7679907583,New Brunswick,baseball,0.13,27,False,East,,,
Lexie Livingston,464840675518,Ontario,basketball,0.73,22,False,South,,,
Zaiden Acosta,369874868653,Ontario,baseball,0.26,34,False,South,,,
Ricardo Glenn,841048577012,Alberta,soccer,0.68,52,False,West,,,
Rubi Cowan,724917280876,Quebec,soccer,0.75,40,False,East,,,
Zaid Griffin,950634141469,Alberta,rugby,0.24,50,False,West,,,
Yadira Nicholson,910919527018,Manitoba,tennis,0.14,41,False,South,,,
Zackary Church,432485289224,British Columbia,baseball,0.7,80,True,West,interested,True,rejected
Sonny Mcdaniel,184430330612,Ontario,ice hockey,0.23,20,False,South,,,
Mikayla Higgins,749150400769,Manitoba,rugby,0.12,68,False,South,,,
Yandel Dalton,608754812807,Ontario,soccer,0.33,18,False,South,,,
Jaylon Huerta,967538513534,New Brunswick,soccer,0.09,54,True,East,not interested,False,
Augustus Livingston,95719970245,Ontario,baseball,0.33,38,True,South,not interested,False,
Omari Maynard,97737272140,New Brunswick,ice hockey,0.56,20,True,East,not interested,False,
Jamie Ware,821617612764,Quebec,baseball,0.16,26,False,East,,,
Landin Richard,960601660961,Ontario,ice hockey,0.51,71,False,South,,,
Lilyana Miller,736004901305,Alberta,baseball,0.58,41,True,West,interested,True,rejected
